STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,COUNTYNAME,CITY,CITYNAME,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,FATALS,DRUNK_DR
41,Oregon,410387,1,1,0,0,0,2,2,59,UMATILLA (59),0,NOT APPLICABLE,25,25,12,December,2020,6,Friday,15,3:00pm-3:59pm,6,6,1,This section IS ON the NHS,2,U.S. Highway,US-395 ODOT 28,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,530,530,45.10188889,45.10188889,-118.98611111,-118.98611111,0,No Special Jurisdiction,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,4,Snow,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,6,6,15,3:00pm-3:59pm,40,40,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),2,0
41,Oregon,410388,2,2,0,0,0,4,4,47,MARION (47),0,NOT APPLICABLE,28,28,12,December,2020,2,Monday,11,11:00am-11:59am,38,38,1,This section IS ON the NHS,4,County Road,CR-SILVERTON RD NE,CR- BRUSH CREEK DR NE,1,Rural,3,Principal Arterial - Other,2,County Highway Agency,0,,44.99430556,44.99430556,-122.82483889,-122.82483889,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,11,11:00am-11:59am,39,39,11,11:00am-11:59am,43,43,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410389,1,1,0,1,1,1,1,51,MULTNOMAH (51),1650,PORTLAND,31,31,12,December,2020,5,Thursday,19,7:00pm-7:59pm,36,36,0,This section IS NOT on the NHS,6,Local Street - Municipality,SE 122ND AVE,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,45.50037778,45.50037778,-122.53765278,-122.53765278,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,3,Dark - Lighted,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410390,2,2,0,0,0,2,2,61,UNION (61),0,NOT APPLICABLE,30,30,12,December,2020,4,Wednesday,8,8:00am-8:59am,58,58,1,This section IS ON the NHS,3,State Highway,SR-203 ODOT 66,CR-MCALISTER RD,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,49,49,45.29942222,45.29942222,-118.04510833,-118.04510833,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,3,Intersection-Related,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,4,Snow,0,No,0000000,Not Applicable,8,8:00am-8:59am,58,58,9,9:00am-9:59am,4,4,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410392,2,2,0,0,0,10,10,41,LINCOLN (41),0,NOT APPLICABLE,31,31,12,December,2020,5,Thursday,14,2:00pm-2:59pm,41,41,1,This section IS ON the NHS,3,State Highway,SR-18 ODOT 39,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,97,97,45.03868611,45.03868611,-123.80925833,-123.80925833,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,8,Driveway Access Related,1,Not an Intersection,0,,1,On Roadway,1,Daylight,2,Rain,0,No,0000000,Not Applicable,14,2:00pm-2:59pm,14,14,14,2:00pm-2:59pm,57,57,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410394,1,1,0,0,0,1,1,51,MULTNOMAH (51),880,GRESHAM,12,12,12,December,2020,7,Saturday,23,11:00pm-11:59pm,18,18,0,This section IS NOT on the NHS,6,Local Street - Municipality,SW LINNEMAN AVE,,2,Urban,7,Local,4,City or Municipal Highway Agency,0,,45.48619444,45.48619444,-122.47537222,-122.47537222,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,3,Dark - Lighted,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410395,2,2,0,0,0,7,7,51,MULTNOMAH (51),880,GRESHAM,6,6,11,November,2020,6,Friday,20,8:00pm-8:59pm,50,50,0,This section IS NOT on the NHS,6,Local Street - Municipality,SE BUTLER RD,,2,Urban,7,Local,3,Town or Township Highway Agency,0,,45.47000833,45.47000833,-122.43545556,-122.43545556,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,3,Dark - Lighted,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,3,0
41,Oregon,410396,2,2,0,0,0,3,3,47,MARION (47),0,NOT APPLICABLE,7,7,11,November,2020,7,Saturday,3,3:00am-3:59am,32,32,0,This section IS NOT on the NHS,3,State Highway,SR-99 ODOT 81,,1,Rural,4,Minor Arterial,1,State Highway Agency,355,355,45.11047222,45.11047222,-122.88078889,-122.88078889,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,5,"Fog, Smog, Smoke",0,No,0000000,Not Applicable,3,3:00am-3:59am,32,32,3,3:00am-3:59am,57,57,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410397,2,2,0,0,0,3,3,7,CLATSOP (7),0,NOT APPLICABLE,7,7,11,November,2020,7,Saturday,11,11:00am-11:59am,20,20,0,This section IS NOT on the NHS,4,County Road,CR-NICOLAI RIDGE RD,,1,Rural,7,Local,2,County Highway Agency,25,25,46.07617778,46.07617778,-123.43804167,-123.43804167,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,2,Rain,0,No,0000000,Not Applicable,11,11:00am-11:59am,22,22,11,11:00am-11:59am,40,40,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410398,3,3,0,0,0,8,8,35,KLAMATH (35),0,NOT APPLICABLE,8,8,11,November,2020,1,Sunday,9,9:00am-9:59am,42,42,1,This section IS ON the NHS,2,U.S. Highway,US-97 ODOT 4,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,1815,1815,43.51585278,43.51585278,-121.65296389,-121.65296389,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,10,10:00am-10:59am,4,4,10,10:00am-10:59am,12,12,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410399,1,1,0,1,1,1,1,51,MULTNOMAH (51),1650,PORTLAND,4,4,9,September,2020,6,Friday,18,6:00pm-6:59pm,40,40,0,This section IS NOT on the NHS,6,Local Street - Municipality,SE STARK ST,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,45.51918333,45.51918333,-122.47973889,-122.47973889,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,98,Not Reported,8,Not Reported,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410400,1,1,0,1,1,1,1,3,BENTON (3),420,CORVALLIS,2,2,10,October,2020,6,Friday,17,5:00pm-5:59pm,15,15,1,This section IS ON the NHS,3,State Highway,SR-99W ODOT 81,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,99998,Not Reported,44.43837222,44.43837222,-123.27707222,-123.27707222,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,6,Dark - Unknown Lighting,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410401,1,1,0,1,1,1,1,51,MULTNOMAH (51),1650,PORTLAND,5,5,10,October,2020,2,Monday,16,4:00pm-4:59pm,27,27,1,This section IS ON the NHS,6,Local Street - Municipality,SE 188TH AVE,E BURNSIDE ST,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,,45.52046389,45.52046389,-122.47030556,-122.47030556,0,No Special Jurisdiction,15,Non-Motorist on Personal Conveyance,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410402,2,2,0,0,0,2,2,51,MULTNOMAH (51),880,GRESHAM,6,6,10,October,2020,3,Tuesday,21,9:00pm-9:59pm,16,16,1,This section IS ON the NHS,6,Local Street - Municipality,W POWELL BLVD,SW HIGHLAND DR,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,,45.49037222,45.49037222,-122.47555278,-122.47555278,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,1
41,Oregon,410403,1,1,0,0,0,4,4,31,JEFFERSON (31),0,NOT APPLICABLE,13,13,10,October,2020,3,Tuesday,7,7:00am-7:59am,36,36,0,This section IS NOT on the NHS,4,County Road,CR-NW COLUMBIA DR,,1,Rural,7,Local,2,County Highway Agency,20,20,44.7042,44.7042,-121.17384722,-121.17384722,0,No Special Jurisdiction,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,7,7:00am-7:59am,36,36,7,7:00am-7:59am,45,45,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,1
41,Oregon,410404,1,1,0,0,0,8,8,43,LINN (43),0,NOT APPLICABLE,15,15,10,October,2020,5,Thursday,20,8:00pm-8:59pm,48,48,0,This section IS NOT on the NHS,4,County Road,CR-CREEK DR,,1,Rural,7,Local,2,County Highway Agency,14,14,44.4033,44.4033,-123.17672778,-123.17672778,0,No Special Jurisdiction,34,Ditch,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,49,49,20,8:00pm-8:59pm,55,55,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410405,1,1,0,1,1,2,2,67,WASHINGTON (67),180,BEAVERTON,17,17,10,October,2020,7,Saturday,19,7:00pm-7:59pm,38,38,0,This section IS NOT on the NHS,6,Local Street - Municipality,NW 158TH AVE,NW SCHENDEL AVE,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,45.51992222,45.51992222,-122.83963333,-122.83963333,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,,1,On Roadway,3,Dark - Lighted,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410406,1,1,0,0,0,1,1,53,POLK (53),0,NOT APPLICABLE,23,23,10,October,2020,6,Friday,15,3:00pm-3:59pm,18,18,0,This section IS NOT on the NHS,4,County Road,CR-CORVALLIS RD,,1,Rural,5,Major Collector,2,County Highway Agency,17,17,44.821425,44.821425,-123.18847778,-123.18847778,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410407,1,1,0,1,1,1,1,51,MULTNOMAH (51),880,GRESHAM,18,18,11,November,2020,4,Wednesday,18,6:00pm-6:59pm,6,6,1,This section IS ON the NHS,6,Local Street - Municipality,SE BURNSIDE RD,,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,,45.49503333,45.49503333,-122.40697222,-122.40697222,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,8,Not Reported,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410408,1,1,0,1,1,2,2,17,DESCHUTES (17),1720,REDMOND,20,20,11,November,2020,6,Friday,18,6:00pm-6:59pm,7,7,1,This section IS ON the NHS,6,Local Street - Municipality,NW SIXTH ST,,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,,44.28831111,44.28831111,-121.17396944,-121.17396944,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410409,1,1,0,0,0,4,4,1,BAKER (1),0,NOT APPLICABLE,30,30,11,November,2020,2,Monday,23,11:00pm-11:59pm,3,3,0,This section IS NOT on the NHS,4,County Road,CR-POCAHONTAS RD,,1,Rural,5,Major Collector,2,County Highway Agency,102,102,44.80285556,44.80285556,-117.90669167,-117.90669167,0,No Special Jurisdiction,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,8,Not Reported,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,1
41,Oregon,410412,2,2,0,0,0,4,4,29,JACKSON (29),1310,MEDFORD,7,7,12,December,2020,2,Monday,7,7:00am-7:59am,16,16,1,This section IS ON the NHS,1,Interstate,I-5 RAMP,GARFIELD ST,2,Urban,1,Interstate,1,State Highway Agency,272,272,42.31215833,42.31215833,-122.85006944,-122.85006944,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,1,Yes,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,4,Dawn,5,"Fog, Smog, Smoke",0,No,0000000,Not Applicable,7,7:00am-7:59am,16,16,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410413,2,2,0,0,0,2,2,67,WASHINGTON (67),0,NOT APPLICABLE,14,14,12,December,2020,2,Monday,6,6:00am-6:59am,45,45,0,This section IS NOT on the NHS,4,County Road,CR-ZION CHURCH RD,,1,Rural,4,Minor Arterial,2,County Highway Agency,0,,45.57293611,45.57293611,-123.00877222,-123.00877222,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No,0000000,Not Applicable,6,6:00am-6:59am,45,45,6,6:00am-6:59am,45,45,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410414,2,2,0,0,0,2,2,3,BENTON (3),0,NOT APPLICABLE,15,15,12,December,2020,3,Tuesday,14,2:00pm-2:59pm,16,16,1,This section IS ON the NHS,2,U.S. Highway,US-20 ODOT 33,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,527,527,44.54648056,44.54648056,-123.32616389,-123.32616389,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410415,1,1,0,1,1,1,1,67,WASHINGTON (67),0,NOT APPLICABLE,12,12,10,October,2020,2,Monday,19,7:00pm-7:59pm,55,55,1,This section IS ON the NHS,1,Interstate,I-5,,2,Urban,1,Interstate,1,State Highway Agency,2901,2901,45.40348333,45.40348333,-122.74440833,-122.74440833,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,3,Dark - Lighted,10,Cloudy,0,No,0000000,Not Applicable,19,7:00pm-7:59pm,59,59,20,8:00pm-8:59pm,2,2,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410416,1,1,0,0,0,1,1,35,KLAMATH (35),0,NOT APPLICABLE,13,13,10,October,2020,3,Tuesday,9,9:00am-9:59am,10,10,1,This section IS ON the NHS,2,U.S. Highway,US-97 ODOT 4,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,2455,2455,42.62160833,42.62160833,-121.87828333,-121.87828333,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,9,9:00am-9:59am,1,1,9,9:00am-9:59am,10,10,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410417,1,1,0,1,1,1,1,43,LINN (43),0,NOT APPLICABLE,13,13,10,October,2020,3,Tuesday,19,7:00pm-7:59pm,52,52,0,This section IS NOT on the NHS,7,Local Street - Frontage Road,CR-CENTURY DR,,2,Urban,5,Major Collector,1,State Highway Agency,2344,2344,44.64805833,44.64805833,-123.06103333,-123.06103333,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
41,Oregon,410418,1,1,0,0,0,1,1,43,LINN (43),20,ALBANY,15,15,10,October,2020,5,Thursday,14,2:00pm-2:59pm,35,35,0,This section IS NOT on the NHS,6,Local Street - Municipality,ELLINGSON RD SW,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,44.58923056,44.58923056,-123.10837778,-123.10837778,0,No Special Jurisdiction,10,Railway Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,6,Railway Grade Crossing,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,9999999,Unknown,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410419,2,2,0,0,0,3,3,41,LINCOLN (41),0,NOT APPLICABLE,16,16,10,October,2020,6,Friday,14,2:00pm-2:59pm,46,46,1,This section IS ON the NHS,2,U.S. Highway,US-101 ODOT 9,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,1432,1432,44.60274722,44.60274722,-124.05645278,-124.05645278,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410420,2,2,0,0,0,3,3,27,HOOD RIVER (27),0,NOT APPLICABLE,16,16,10,October,2020,6,Friday,20,8:00pm-8:59pm,0,0,0,This section IS NOT on the NHS,4,County Road,CR-TOLL BRIDGE RD,,1,Rural,7,Local,2,County Highway Agency,0,,45.52328611,45.52328611,-121.56863056,-121.56863056,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,2,2,20,8:00pm-8:59pm,6,6,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410421,1,1,0,1,1,1,1,47,MARION (47),1810,SALEM,17,17,10,October,2020,7,Saturday,14,2:00pm-2:59pm,41,41,0,This section IS NOT on the NHS,6,Local Street - Municipality,FISHER RD NE,,2,Urban,7,Local,4,City or Municipal Highway Agency,0,,44.953275,44.953275,-122.98878611,-122.98878611,0,No Special Jurisdiction,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,14,2:00pm-2:59pm,41,41,14,2:00pm-2:59pm,45,45,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410422,1,1,0,0,0,1,1,15,CURRY (15),0,NOT APPLICABLE,17,17,10,October,2020,7,Saturday,22,10:00pm-10:59pm,10,10,1,This section IS ON the NHS,2,U.S. Highway,US-101 ODOT 9,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,2949,2949,42.82759444,42.82759444,-124.48280556,-124.48280556,0,No Special Jurisdiction,59,Traffic Sign Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,22,10:00pm-10:59pm,18,18,22,10:00pm-10:59pm,25,25,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
41,Oregon,410423,1,1,0,0,0,1,1,29,JACKSON (29),0,NOT APPLICABLE,27,27,10,October,2020,3,Tuesday,0,0:00am-0:59am,0,0,0,This section IS NOT on the NHS,3,State Highway,SR-62 ODOT 22,,1,Rural,4,Minor Arterial,1,State Highway Agency,367,367,42.70563333,42.70563333,-122.58941111,-122.58941111,0,No Special Jurisdiction,34,Ditch,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,8,Not Reported,98,Not Reported,0,No,0000000,Not Applicable,88,Not Applicable (Not Notified),88,Not Applicable (Not Notified),88,Not Applicable,88,Not Applicable,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
41,Oregon,410424,1,1,0,0,0,3,3,11,COOS (11),0,NOT APPLICABLE,18,18,10,October,2020,1,Sunday,6,6:00am-6:59am,30,30,0,This section IS NOT on the NHS,3,State Highway,SR-241 ODOT 241,,1,Rural,5,Major Collector,1,State Highway Agency,113,113,43.41511111,43.41511111,-124.05428056,-124.05428056,0,No Special Jurisdiction,35,Embankment,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,5,"Fog, Smog, Smoke",0,No,0000000,Not Applicable,6,6:00am-6:59am,41,41,7,7:00am-7:59am,2,2,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
41,Oregon,410425,1,1,0,1,1,1,1,53,POLK (53),480,DALLAS,19,19,10,October,2020,2,Monday,17,5:00pm-5:59pm,56,56,0,This section IS NOT on the NHS,6,Local Street - Municipality,W ELLENDALE AVE,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,44.92903333,44.92903333,-123.31503333,-123.31503333,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410426,1,1,0,0,0,2,2,57,TILLAMOOK (57),0,NOT APPLICABLE,21,21,10,October,2020,4,Wednesday,9,9:00am-9:59am,30,30,0,This section IS NOT on the NHS,3,State Highway,SR-53 ODOT 46,,1,Rural,5,Major Collector,1,State Highway Agency,115,115,45.78323333,45.78323333,-123.82091111,-123.82091111,0,No Special Jurisdiction,34,Ditch,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,2,Rain,0,No,0000000,Not Applicable,9,9:00am-9:59am,42,42,9,9:00am-9:59am,53,53,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
