STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,CITY,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,FATALS,DRUNK_DR
41,Oregon,410343,1,1,0,0,1,1,0,49,0,4,4,12,December,2015,6,Friday,6,6:00am-6:59am,25,25,1,This section IS ON the NHS,1,Interstate,I-84,,1,Rural,1,Interstate,1,State Highway Agency,1540,1540,45.81268611,45.81268611,-119.933625,-119.933625,0,No Special Jurisdiction,17,Boulder,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,6,6:00am-6:59am,35,35,6,6:00am-6:59am,50,50,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410344,3,3,0,0,3,3,0,51,1650,4,4,12,December,2015,6,Friday,6,6:00am-6:59am,40,40,0,This section IS NOT on the NHS,6,Local Street - Municipality,SE 160TH AVE,SE STARK ST,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,45.51915,45.51915,-122.4990444,-122.49904444,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,3,Dark - Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,6,6:00am-6:59am,41,41,6,6:00am-6:59am,46,46,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410345,2,2,0,0,3,3,0,59,0,5,5,12,December,2015,7,Saturday,16,4:00pm-4:59pm,59,59,0,This section IS NOT on the NHS,3,State Highway,SR-207 (ODOT 333),,2,Urban,4,Minor Arterial,1,State Highway Agency,50,50,45.85260278,45.85260278,-119.2515222,-119.25152222,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,8,Driveway Access Related,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,59,59,17,5:00pm-5:59pm,2,2,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410346,1,1,0,0,1,1,0,39,1550,5,5,12,December,2015,7,Saturday,9,9:00am-9:59am,55,55,1,This section IS ON the NHS,3,State Highway,SR-58 (ODOT 18),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,362,362,43.73795,43.73795,-122.4544444,-122.45444444,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,10,10:00am-10:59am,0,0,10,10:00am-10:59am,11,11,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410347,1,1,0,0,1,1,0,51,1650,7,7,12,December,2015,2,Monday,14,2:00pm-2:59pm,3,3,1,This section IS ON the NHS,6,Local Street - Municipality,NE GLISAN ST,NE 92ND AVE,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,,45.52635278,45.52635278,-122.5687583,-122.56875833,0,No Special Jurisdiction,30,Utility Pole/Light Support,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,3,T-Intersection,0,,4,On Roadside,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,14,2:00pm-2:59pm,3,3,14,2:00pm-2:59pm,8,8,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410348,2,2,0,0,3,3,0,53,0,10,10,12,December,2015,5,Thursday,17,5:00pm-5:59pm,22,22,0,This section IS NOT on the NHS,3,State Highway,SR-99 (ODOT 91),,1,Rural,4,Minor Arterial,1,State Highway Agency,517,517,45.01418889,45.01418889,-123.2080806,-123.20808056,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,22,22,17,5:00pm-5:59pm,29,29,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,2,1
41,Oregon,410349,2,2,0,0,5,5,0,17,0,11,11,12,December,2015,6,Friday,20,8:00pm-8:59pm,11,11,1,This section IS ON the NHS,2,U.S. Highway,US-97 (ODOT 4),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,1537,1537,43.86188889,43.86188889,-121.4086944,-121.40869444,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,4,Snow,0,No Additional Atmospheric Conditions,4,Snow,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,11,11,20,8:00pm-8:59pm,20,20,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410350,1,1,0,1,2,2,1,7,0,11,11,12,December,2015,6,Friday,18,6:00pm-6:59pm,57,57,0,This section IS NOT on the NHS,2,U.S. Highway,US-101B (ODOT 105),,1,Rural,4,Minor Arterial,1,State Highway Agency,67,67,46.16211667,46.16211667,-123.8386333,-123.83863333,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),23,Indication of a Stalled/Disabled Vehicle,0,,0,,1,0
41,Oregon,410351,2,2,0,0,2,2,0,53,0,10,10,12,December,2015,5,Thursday,16,4:00pm-4:59pm,45,45,1,This section IS ON the NHS,3,State Highway,SR-22 (ODOT 30),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,98,98,44.98518056,44.98518056,-123.3318556,-123.33185556,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,5,Dusk,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,45,45,16,4:00pm-4:59pm,49,49,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410352,1,1,0,0,1,1,0,51,1650,13,13,12,December,2015,1,Sunday,8,8:00am-8:59am,47,47,1,This section IS ON the NHS,2,U.S. Highway,US-30 (ODOT 92),,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,64,64,45.57714444,45.57714444,-122.7614083,-122.76140833,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410353,1,1,0,1,2,2,1,51,1650,12,12,12,December,2015,7,Saturday,20,8:00pm-8:59pm,37,37,1,This section IS ON the NHS,2,U.S. Highway,US-30BY (ODOT 123),NE 42ND AVE,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,83,83,45.57080278,45.57080278,-122.6220806,-122.62208056,0,No Special Jurisdiction,9,Pedalcyclist,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,3,T-Intersection,0,,1,On Roadway,3,Dark - Lighted,2,Rain,10,Cloudy,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410354,1,1,0,0,2,2,0,41,1225,16,16,12,December,2015,4,Wednesday,20,8:00pm-8:59pm,6,6,0,This section IS NOT on the NHS,6,Local Street - Municipality,NE 22ND ST,NE WEST DEVILS LAKE RD,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,44.98164444,44.98164444,-123.997725,-123.997725,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,3,T-Intersection,0,,4,On Roadside,2,Dark - Not Lighted,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,11,11,20,8:00pm-8:59pm,15,15,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410355,3,2,1,0,4,4,0,1,0,17,17,12,December,2015,5,Thursday,9,9:00am-9:59am,15,15,1,This section IS ON the NHS,1,Interstate,I-84,,1,Rural,1,Interstate,1,State Highway Agency,3290,3290,44.56679722,44.56679722,-117.4339333,-117.43393333,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,4,Snow,0,No Additional Atmospheric Conditions,4,Snow,0,No,0000000,Not Applicable,9,9:00am-9:59am,52,52,10,10:00am-10:59am,9,9,10,10:00am-10:59am,57,57,0,,0,,0,,2,0
41,Oregon,410356,1,1,0,0,1,1,0,67,0,17,17,12,December,2015,5,Thursday,11,11:00am-11:59am,54,54,0,This section IS NOT on the NHS,4,County Road,CR-NW ROY RD,,1,Rural,5,Major Collector,2,County Highway Agency,3,3,45.56940556,45.56940556,-123.0539306,-123.05393056,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,11,11:00am-11:59am,55,55,12,12:00pm-12:59pm,3,3,13,1:00pm-1:59pm,1,1,0,,0,,0,,1,0
41,Oregon,410357,1,1,0,0,1,1,0,33,0,18,18,12,December,2015,6,Friday,23,11:00pm-11:59pm,18,18,0,This section IS NOT on the NHS,4,County Road,CR-DEER CREEK RD,,1,Rural,6,Minor Collector,2,County Highway Agency,32,32,42.274825,42.274825,-123.5555583,-123.55555833,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,23,11:00pm-11:59pm,22,22,23,11:00pm-11:59pm,34,34,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410358,1,1,0,0,1,1,0,39,0,19,19,12,December,2015,7,Saturday,2,2:00am-2:59am,23,23,0,This section IS NOT on the NHS,4,County Road,CR-CAMAS SWALE RD,,1,Rural,5,Major Collector,2,County Highway Agency,20,20,43.91751389,43.91751389,-123.0558722,-123.05587222,0,No Special Jurisdiction,30,Utility Pole/Light Support,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,2,2:00am-2:59am,23,23,2,2:00am-2:59am,28,28,2,2:00am-2:59am,55,55,0,,0,,0,,1,1
41,Oregon,410359,3,3,0,0,5,5,0,71,0,21,21,12,December,2015,2,Monday,16,4:00pm-4:59pm,0,0,0,This section IS NOT on the NHS,3,State Highway,SR-99W (ODOT 91),,1,Rural,4,Minor Arterial,1,State Highway Agency,413,413,45.15499444,45.15499444,-123.1990306,-123.19903056,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,3,3,16,4:00pm-4:59pm,5,5,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410360,2,2,0,0,3,3,0,29,0,19,19,5,May,2015,3,Tuesday,9,9:00am-9:59am,7,7,0,This section IS NOT on the NHS,4,County Road,CR-N RIVER RD,,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,,42.42828056,42.42828056,-123.1614139,-123.16141389,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1,Yes,0000000,Not Applicable,9,9:00am-9:59am,7,7,9,9:00am-9:59am,26,26,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410361,2,2,0,0,2,2,0,3,0,23,23,12,December,2015,4,Wednesday,7,7:00am-7:59am,26,26,0,This section IS NOT on the NHS,3,State Highway,SR-99W (ODOT 91),,1,Rural,4,Minor Arterial,1,State Highway Agency,960,960,44.38439722,44.38439722,-123.286925,-123.286925,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,7,7:00am-7:59am,27,27,7,7:00am-7:59am,38,38,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,2,0
41,Oregon,410362,2,2,0,0,3,3,0,9,0,23,23,12,December,2015,4,Wednesday,7,7:00am-7:59am,50,50,1,This section IS ON the NHS,2,U.S. Highway,US-30 (ODOT 92),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,652,652,46.11515,46.11515,-123.2723472,-123.27234722,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,7,7:00am-7:59am,50,50,8,8:00am-8:59am,0,0,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410363,2,2,0,0,2,2,0,17,0,23,23,12,December,2015,4,Wednesday,9,9:00am-9:59am,44,44,1,This section IS ON the NHS,2,U.S. Highway,US-20 (ODOT 17),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,29,29,44.22500833,44.22500833,-121.4473194,-121.44731944,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,4,Snow,0,No Additional Atmospheric Conditions,4,Snow,0,No,0000000,Not Applicable,9,9:00am-9:59am,53,53,9,9:00am-9:59am,56,56,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410364,2,2,0,0,4,4,0,33,0,24,24,12,December,2015,5,Thursday,9,9:00am-9:59am,20,20,1,This section IS ON the NHS,2,U.S. Highway,US-199 (ODOT 25),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,218,218,42.25212778,42.25212778,-123.6259139,-123.62591389,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,4,Snow,0,No Additional Atmospheric Conditions,4,Snow,0,No,0000000,Not Applicable,9,9:00am-9:59am,23,23,9,9:00am-9:59am,33,33,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410365,3,3,0,0,4,4,0,5,0,24,24,12,December,2015,5,Thursday,16,4:00pm-4:59pm,37,37,0,This section IS NOT on the NHS,3,State Highway,SR-224 (ODOT 171),,1,Rural,4,Minor Arterial,1,State Highway Agency,129,129,45.38705833,45.38705833,-122.4399,-122.4399,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,5,Dusk,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,38,38,16,4:00pm-4:59pm,45,45,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,1
41,Oregon,410366,2,2,0,0,4,4,0,39,0,25,25,12,December,2015,6,Friday,18,6:00pm-6:59pm,57,57,0,This section IS NOT on the NHS,4,County Road,CR-CENTRAL RD,CR-FLECK RD,1,Rural,5,Major Collector,2,County Highway Agency,25,25,44.02627778,44.02627778,-123.3026694,-123.30266944,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,57,57,19,7:00pm-7:59pm,2,2,19,7:00pm-7:59pm,44,44,0,,0,,0,,1,0
41,Oregon,410367,1,1,0,0,1,1,0,43,0,26,26,12,December,2015,7,Saturday,7,7:00am-7:59am,59,59,0,This section IS NOT on the NHS,2,U.S. Highway,US-20 (ODOT 16),,1,Rural,4,Minor Arterial,1,State Highway Agency,110,110,44.49717778,44.49717778,-122.8464528,-122.84645278,0,No Special Jurisdiction,53,Mail Box,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,5,"Fog, Smog, Smoke",0,No Additional Atmospheric Conditions,5,"Fog, Smog, Smoke",0,No,0000000,Not Applicable,7,7:00am-7:59am,59,59,8,8:00am-8:59am,8,8,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410368,1,1,0,0,2,2,0,13,0,26,26,12,December,2015,7,Saturday,17,5:00pm-5:59pm,15,15,0,This section IS NOT on the NHS,4,County Road,CR-SE JUNIPER CANYON RD,,1,Rural,5,Major Collector,2,County Highway Agency,40,40,44.23615833,44.23615833,-120.8037806,-120.80378056,0,No Special Jurisdiction,39,Wall,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,16,16,17,5:00pm-5:59pm,25,25,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410369,1,1,0,1,1,1,1,41,1500,28,28,12,December,2015,2,Monday,19,7:00pm-7:59pm,30,30,1,This section IS ON the NHS,2,U.S. Highway,US-101 (ODOT 9),,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,1424,1424,44.61155,44.61155,-124.0507611,-124.05076111,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,3,Dark - Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,19,7:00pm-7:59pm,31,31,19,7:00pm-7:59pm,36,36,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410370,2,2,0,0,4,4,0,19,0,30,30,1,January,2015,6,Friday,15,3:00pm-3:59pm,45,45,1,This section IS ON the NHS,3,State Highway,SR-38 (ODOT 45),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,283,283,43.67326389,43.67326389,-123.6520778,-123.65207778,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,46,46,15,3:00pm-3:59pm,8,8,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410371,1,1,0,0,2,2,0,5,2210,3,3,2,February,2015,3,Tuesday,12,12:00pm-12:59pm,34,34,0,This section IS NOT on the NHS,6,Local Street - Municipality,SALAMO RD,,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,,45.36526667,45.36526667,-122.6481,-122.6481,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,12,12:00pm-12:59pm,34,34,12,12:00pm-12:59pm,43,43,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410372,1,1,0,0,1,1,0,5,0,8,8,3,March,2015,1,Sunday,1,1:00am-1:59am,20,20,1,This section IS ON the NHS,2,U.S. Highway,US-26 (ODOT 26),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,516,516,45.34078611,45.34078611,-121.9325806,-121.93258056,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,1,1:00am-1:59am,20,20,1,1:00am-1:59am,37,37,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410373,1,1,0,0,1,1,0,33,0,4,4,5,May,2015,2,Monday,99,Unknown Hours,99,Unknown Minutes,0,This section IS NOT on the NHS,4,County Road,CR-HUGO RD,,1,Rural,5,Major Collector,2,County Highway Agency,13,13,42.53608889,42.53608889,-123.4352361,-123.43523611,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,7,7,16,4:00pm-4:59pm,21,21,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410374,2,2,0,0,4,4,0,9,0,4,4,5,May,2015,2,Monday,10,10:00am-10:59am,4,4,1,This section IS ON the NHS,2,U.S. Highway,US-30 (ODOT 92),,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,443,443,46.06258611,46.06258611,-122.8955806,-122.89558056,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,10,10:00am-10:59am,5,5,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410375,1,1,0,0,3,3,0,71,0,11,11,5,May,2015,2,Monday,3,3:00am-3:59am,22,22,0,This section IS NOT on the NHS,4,County Road,CR-BAKER CREEK RD,,1,Rural,5,Major Collector,2,County Highway Agency,41,41,45.22780556,45.22780556,-123.2722528,-123.27225278,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,0,No,0000000,Not Applicable,3,3:00am-3:59am,22,22,3,3:00am-3:59am,31,31,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,1
41,Oregon,410376,1,1,0,0,1,1,0,67,0,27,27,5,May,2015,4,Wednesday,9,9:00am-9:59am,15,15,0,This section IS NOT on the NHS,3,State Highway,SR-6 (ODOT 37),,1,Rural,4,Minor Arterial,1,State Highway Agency,359,359,45.63145556,45.63145556,-123.3643556,-123.36435556,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,9,9:00am-9:59am,18,18,9,9:00am-9:59am,30,30,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410377,2,2,0,0,4,4,0,71,0,8,8,7,July,2015,4,Wednesday,17,5:00pm-5:59pm,31,31,0,This section IS NOT on the NHS,4,County Road,CR-MEADOWLAKE RD,CR-WESTSIDE RD,1,Rural,5,Major Collector,4,City or Municipal Highway Agency,12,12,45.29433611,45.29433611,-123.2045611,-123.20456111,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,32,32,17,5:00pm-5:59pm,38,38,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,2,0
41,Oregon,410378,1,1,0,0,1,1,0,5,0,23,23,4,April,2015,5,Thursday,16,4:00pm-4:59pm,31,31,0,This section IS NOT on the NHS,3,State Highway,SR-211 (ODOT 161),,1,Rural,4,Minor Arterial,1,State Highway Agency,106,106,45.14945278,45.14945278,-122.6200139,-122.62001389,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,31,31,16,4:00pm-4:59pm,45,45,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
